id,total_len,nb_groups,len_groups,max_len_group,start_pos
logo_40,97,8,"[5, 5, 16, 17, 17, 17, 10, 10]",17,"[P(6.2298078536987305, 10.151055335998535), P(6.230076789855957, 10.446714401245117), P(6.408547401428223, 10.88187026977539), P(9.119474411010742, 11.220266342163086), P(17.806480407714844, 11.238543510437012), P(10.964386940002441, 11.331273078918457), P(9.879586219787598, 11.69466495513916), P(11.893294334411621, 11.69466495513916)]"
logo_41,105,8,"[5, 7, 21, 21, 17, 10, 10, 14]",21,"[P(7.568337440490723, 9.200241088867188), P(5.86050271987915, 10.68068790435791), P(8.945570945739746, 11.791290283203125), P(13.08910083770752, 11.795860290527344), P(17.964521408081055, 11.810105323791504), P(9.645209312438965, 12.269721984863281), P(11.743045806884766, 12.269721984863281), P(19.301708221435547, 12.272409439086914)]"
logo_42,122,8,"[13, 13, 21, 13, 17, 16, 11, 18]",21,"[P(14.211532592773438, 9.086950302124023), P(13.768041610717773, 9.08721923828125), P(5.158446788787842, 11.229673385620117), P(13.3508939743042, 11.325090408325195), P(9.891950607299805, 11.441473007202148), P(11.66698169708252, 11.88711166381836), P(7.3374552726745605, 11.887649536132812), P(8.61147689819336, 11.887649536132812)]"
logo_43,122,8,"[13, 13, 13, 21, 17, 16, 11, 18]",21,"[P(13.432334899902344, 8.952560424804688), P(16.091655731201172, 10.734041213989258), P(12.007256507873535, 10.734579086303711), P(5.158446788787842, 11.229673385620117), P(9.660799026489258, 11.441473007202148), P(11.358689308166504, 11.88711166381836), P(7.260583400726318, 11.887649536132812), P(8.457466125488281, 11.887649536132812)]"
logo_44,115,8,"[15, 15, 15, 10, 18, 9, 13, 20]",20,"[P(13.025400161743164, 9.24862289428711), P(14.404784202575684, 9.627872467041016), P(14.74963092803955, 11.041930198669434), P(9.010886192321777, 11.854723930358887), P(5.171079635620117, 11.85741138458252), P(10.049186706542969, 11.884827613830566), P(11.874749183654785, 11.885096549987793), P(6.419836044311523, 11.88536548614502)]"
logo_45,111,8,"[15, 15, 15, 15, 17, 10, 10, 14]",17,"[P(12.627603530883789, 8.891412734985352), P(14.20400619506836, 9.324956893920898), P(14.598306655883789, 10.941137313842773), P(5.211396217346191, 11.521166801452637), P(10.05456256866455, 11.670071601867676), P(7.389866828918457, 12.228598594665527), P(8.381669998168945, 12.228867530822754), P(11.44953727722168, 12.22913646697998)]"
logo_47,111,8,"[15, 13, 17, 10, 14, 12, 15, 15]",17,"[P(12.000000953674316, 9.672759056091309), P(5.647359371185303, 11.275500297546387), P(10.974868774414062, 11.275500297546387), P(9.186668395996094, 11.824889183044434), P(12.641850471496582, 11.82515811920166), P(7.963445663452148, 11.82811450958252), P(11.651928901672363, 14.150114059448242), P(18.183847427368164, 14.150114059448242)]"
logo_48,89,8,"[5, 5, 18, 17, 5, 12, 17, 10]",18,"[P(15.358689308166504, 10.301706314086914), P(14.623303413391113, 10.7962646484375), P(5.287461280822754, 10.905388832092285), P(9.970703125, 11.035748481750488), P(15.308425903320312, 11.16207504272461), P(7.292299270629883, 11.455046653747559), P(11.371320724487305, 11.460691452026367), P(8.367155075073242, 11.460959434509277)]"
logo_49,89,8,"[5, 5, 18, 17, 5, 12, 17, 10]",18,"[P(15.358689308166504, 10.301706314086914), P(14.623303413391113, 10.7962646484375), P(5.287461280822754, 10.905388832092285), P(9.970703125, 11.035748481750488), P(15.308425903320312, 11.16207504272461), P(7.292299270629883, 11.455046653747559), P(11.371320724487305, 11.460691452026367), P(8.367155075073242, 11.460959434509277)]"
logo_46,181,8,"[89, 15, 17, 10, 10, 14, 13, 13]",89,"[P(13.904314041137695, 9.792769432067871), P(5.211396217346191, 11.140169143676758), P(10.05456256866455, 11.289073944091797), P(7.389866828918457, 11.847600936889648), P(8.381669998168945, 11.847600936889648), P(11.44953727722168, 11.848138809204102), P(11.709447860717773, 14.499933242797852), P(18.244054794311523, 14.499933242797852)]"
logo_50,81,8,"[5, 13, 17, 5, 14, 10, 12, 5]",17,"[P(15.428302764892578, 9.80970287322998), P(5.774223804473877, 10.61255168914795), P(11.565112113952637, 10.61255168914795), P(15.428302764892578, 10.952560424804688), P(13.376965522766113, 11.211665153503418), P(9.621557235717773, 11.212202072143555), P(8.294046401977539, 11.21515941619873), P(15.428302764892578, 12.095417022705078)]"
logo_5,156,8,"[6, 17, 19, 23, 21, 23, 22, 25]",25,"[P(5.90485143661499, 10.476414680480957), P(18.46579933166504, 11.056981086730957), P(10.395915031433105, 11.066120147705078), P(5.918559551239014, 11.087353706359863), P(7.973928451538086, 11.087353706359863), P(14.237065315246582, 11.087353706359863), P(16.57196617126465, 11.087353706359863), P(11.486358642578125, 11.08762264251709)]"
logo_51,119,8,"[15, 18, 17, 12, 17, 10, 15, 15]",18,"[P(15.937105178833008, 10.07593059539795), P(5.233705043792725, 10.619405746459961), P(9.689020156860352, 10.750033378601074), P(7.162478446960449, 11.169331550598145), P(11.01384162902832, 11.174976348876953), P(8.161537170410156, 11.17524528503418), P(9.765623092651367, 13.492137908935547), P(11.68149471282959, 13.492137908935547)]"
logo_52,104,8,"[5, 18, 13, 17, 10, 14, 12, 15]",18,"[P(8.91197395324707, 9.093938827514648), P(5.6207499504089355, 9.357881546020508), P(9.466200828552246, 11.474802017211914), P(16.636205673217773, 11.474802017211914), P(14.232227325439453, 12.093267440795898), P(18.903911590576172, 12.093267440795898), P(12.464186668395996, 12.096760749816895), P(7.794113636016846, 14.531111717224121)]"
logo_53,81,8,"[5, 5, 13, 17, 5, 10, 14, 12]",17,"[P(18.530574798583984, 9.333288192749023), P(18.194061279296875, 10.553285598754883), P(5.540384292602539, 11.197822570800781), P(10.574116706848145, 11.197822570800781), P(16.60422134399414, 11.34672737121582), P(8.88348388671875, 11.759037017822266), P(12.140304565429688, 11.759037971496582), P(7.769923686981201, 11.762263298034668)]"
logo_54,81,8,"[13, 17, 10, 14, 12, 5, 5, 5]",17,"[P(9.11436653137207, 11.502217292785645), P(13.791157722473145, 11.502217292785645), P(12.220938682556152, 12.015857696533203), P(15.24821949005127, 12.015857696533203), P(11.178068161010742, 12.018815040588379), P(4.921650409698486, 12.217981338500977), P(4.845584869384766, 13.025400161743164), P(5.342292785644531, 13.746808052062988)]"
logo_55,115,8,"[15, 10, 18, 20, 9, 13, 15, 15]",20,"[P(14.669533729553223, 9.714151382446289), P(9.282354354858398, 10.9021635055542), P(5.278860569000244, 10.905388832092285), P(6.6093268394470215, 10.932536125183105), P(10.402633666992188, 10.932536125183105), P(12.310442924499512, 10.932536125183105), P(11.659992218017578, 13.739416122436523), P(18.229808807373047, 13.739416122436523)]"
logo_56,131,8,"[8, 23, 8, 25, 25, 10, 24, 8]",25,"[P(16.924070358276367, 10.805805206298828), P(4.673834323883057, 11.224835395812988), P(19.637683868408203, 11.409756660461426), P(6.412041187286377, 11.627737998962402), P(9.574789047241211, 11.627737998962402), P(11.3035888671875, 11.627737998962402), P(14.31581974029541, 11.627737998962402), P(16.914661407470703, 12.223088264465332)]"
logo_59,116,8,"[21, 10, 14, 15, 15, 22, 13, 6]",22,"[P(4.506383419036865, 9.723020553588867), P(14.39080810546875, 10.152533531188965), P(18.986427307128906, 10.152533531188965), P(7.040989398956299, 10.152802467346191), P(8.776509284973145, 10.152802467346191), P(11.641447067260742, 10.152802467346191), P(16.1212215423584, 10.152802467346191), P(17.690902709960938, 10.430721282958984)]"
logo_58,106,8,"[5, 13, 12, 18, 17, 17, 14, 10]",18,"[P(4.377368927001953, 9.14285659790039), P(5.143126010894775, 10.291626930236816), P(14.603951454162598, 10.944228172302246), P(19.089908599853516, 10.944228172302246), P(6.952023029327393, 10.972987174987793), P(8.6837797164917, 10.972987174987793), P(11.629619598388672, 10.972987174987793), P(15.803521156311035, 10.972987174987793)]"
logo_57,232,8,"[9, 32, 31, 23, 44, 31, 31, 31]",44,"[P(5.208439350128174, 8.190699577331543), P(17.4261531829834, 11.34672737121582), P(18.85311508178711, 11.975675582885742), P(14.494824409484863, 12.009541511535645), P(12.24512767791748, 12.033731460571289), P(15.602206230163574, 12.033732414245605), P(7.862384796142578, 12.072437286376953), P(9.541191101074219, 12.072437286376953)]"
logo_61,101,8,"[8, 19, 11, 11, 11, 10, 19, 12]",19,"[P(19.619945526123047, 10.049321174621582), P(4.5351433753967285, 11.718183517456055), P(6.5058465003967285, 12.164628028869629), P(8.075258255004883, 12.164628028869629), P(17.16274642944336, 12.166510581970215), P(13.21865463256836, 12.167047500610352), P(10.682435989379883, 12.167316436767578), P(14.89638614654541, 12.167316436767578)]"
logo_60,118,8,"[21, 22, 13, 15, 15, 10, 14, 8]",22,"[P(4.494288921356201, 10.063566207885742), P(10.894233703613281, 10.450611114501953), P(14.917618751525879, 10.450611114501953), P(6.7711334228515625, 10.45088005065918), P(8.327913284301758, 10.45088005065918), P(13.365945816040039, 10.45088005065918), P(17.14742660522461, 10.45088005065918), P(19.61886978149414, 10.456793785095215)]"
logo_62,118,8,"[6, 21, 22, 10, 13, 14, 16, 16]",22,"[P(19.299556732177734, 9.288670539855957), P(4.583255290985107, 12.742506980895996), P(12.078486442565918, 13.168256759643555), P(14.730815887451172, 13.168256759643555), P(16.374683380126953, 13.168256759643555), P(18.699100494384766, 13.168256759643555), P(7.203064441680908, 13.182501792907715), P(9.018680572509766, 13.182501792907715)]"
logo_6,116,8,"[6, 13, 24, 13, 12, 24, 13, 11]",24,"[P(5.905120372772217, 10.476414680480957), P(10.307217597961426, 10.978497505187988), P(6.005375862121582, 11.006450653076172), P(7.897863388061523, 11.006450653076172), P(11.419970512390137, 11.006450653076172), P(14.318506240844727, 11.006450653076172), P(16.624649047851562, 11.006450653076172), P(18.215295791625977, 11.006450653076172)]"
logo_64,118,8,"[6, 21, 22, 10, 13, 14, 16, 16]",22,"[P(13.261658668518066, 9.82959270477295), P(4.57277250289917, 10.588361740112305), P(13.485822677612305, 10.980512619018555), P(15.109797477722168, 10.980513572692871), P(16.712539672851562, 10.980781555175781), P(19.030508041381836, 10.980781555175781), P(7.0743184089660645, 10.994220733642578), P(8.835371971130371, 10.994220733642578)]"
logo_63,167,8,"[23, 19, 25, 16, 24, 25, 25, 10]",25,"[P(4.770326614379883, 10.188281059265137), P(18.570892333984375, 10.23424243927002), P(11.120548248291016, 10.734981536865234), P(15.021100997924805, 10.734981536865234), P(17.254669189453125, 10.734981536865234), P(7.054697036743164, 10.735250473022461), P(8.550195693969727, 10.735250473022461), P(13.39309310913086, 10.735250473022461)]"
logo_67,373,8,"[12, 19, 10, 19, 12, 101, 101, 99]",101,"[P(17.404651641845703, 10.776239395141602), P(4.569278240203857, 10.776777267456055), P(14.37656307220459, 11.31998348236084), P(11.444968223571777, 11.320521354675293), P(16.265287399291992, 11.320521354675293), P(6.610671043395996, 11.324015617370605), P(8.400484085083008, 11.324015617370605), P(18.530845642089844, 11.334766387939453)]"
logo_65,100,8,"[8, 8, 6, 13, 19, 10, 22, 14]",22,"[P(17.000404357910156, 9.328181266784668), P(15.071361541748047, 9.675984382629395), P(15.107378959655762, 11.298884391784668), P(4.381937503814697, 12.731219291687012), P(8.219057083129883, 13.29297161102295), P(13.17161750793457, 13.29297161102295), P(11.056578636169434, 13.293240547180176), P(14.973794937133789, 13.293240547180176)]"
logo_66,117,8,"[13, 22, 22, 21, 10, 17, 6, 6]",22,"[P(5.523182392120361, 9.514043807983398), P(7.870178699493408, 9.990324020385742), P(9.349550247192383, 9.990324020385742), P(11.534470558166504, 9.990592956542969), P(14.060476303100586, 9.993549346923828), P(17.93172836303711, 9.993818283081055), P(15.913453102111816, 12.265824317932129), P(4.4144606590271, 13.013304710388184)]"
logo_68,292,8,"[59, 34, 6, 36, 36, 35, 28, 58]",59,"[P(7.380997180938721, 10.092460632324219), P(12.142723083496094, 11.188549995422363), P(17.327777862548828, 11.223760604858398), P(7.688483238220215, 11.24338150024414), P(8.75151252746582, 11.24338150024414), P(13.217846870422363, 11.311114311218262), P(14.873808860778809, 11.327778816223145), P(10.201316833496094, 11.348743438720703)]"
logo_69,133,8,"[5, 13, 21, 14, 14, 20, 23, 23]",23,"[P(4.380863189697266, 9.448863983154297), P(5.145813941955566, 10.591452598571777), P(12.730278015136719, 11.355328559875488), P(14.891279220581055, 11.355328559875488), P(16.496170043945312, 11.355328559875488), P(19.174036026000977, 11.355328559875488), P(6.949065685272217, 11.394033432006836), P(8.539443969726562, 11.394033432006836)]"
logo_70,120,8,"[21, 6, 15, 23, 10, 13, 16, 16]",23,"[P(4.5617523193359375, 9.604488372802734), P(17.559200286865234, 9.988845825195312), P(18.974599838256836, 10.008197784423828), P(12.710121154785156, 10.010616302490234), P(14.336514472961426, 10.010616302490234), P(16.06450653076172, 10.010616302490234), P(7.03534460067749, 10.01061725616455), P(8.767370223999023, 10.01061725616455)]"
logo_72,72,8,"[7, 7, 7, 7, 9, 7, 7, 21]",21,"[P(16.598844528198242, 8.184786796569824), P(14.539712905883789, 9.519554138183594), P(15.69735336303711, 9.734041213989258), P(19.61376190185547, 9.92514419555664), P(16.693187713623047, 10.865609169006348), P(17.537158966064453, 10.970165252685547), P(18.72275161743164, 11.480849266052246), P(6.229001522064209, 12.7849760055542)]"
logo_7,132,8,"[8, 12, 24, 24, 18, 13, 20, 13]",24,"[P(5.901626110076904, 10.476414680480957), P(11.858621597290039, 10.755409240722656), P(5.736863136291504, 10.884424209594727), P(14.287327766418457, 10.884424209594727), P(8.59454345703125, 11.429512023925781), P(10.44913387298584, 11.429512023925781), P(16.948259353637695, 11.429512023925781), P(18.241634368896484, 11.46176528930664)]"
logo_71,121,8,"[9, 12, 15, 10, 15, 21, 22, 17]",22,"[P(4.780271530151367, 4.380863189697266), P(6.584330081939697, 6.068539142608643), P(9.749227523803711, 6.080634593963623), P(12.03117847442627, 6.810375213623047), P(16.51041603088379, 6.81843900680542), P(14.873538970947266, 9.876360893249512), P(7.20951509475708, 10.614165306091309), P(11.487166404724121, 10.618196487426758)]"
logo_73,65,8,"[7, 7, 7, 14, 9, 7, 7, 7]",14,"[P(7.29821252822876, 8.191237449645996), P(6.773820877075195, 9.671146392822266), P(6.775702476501465, 9.672221183776855), P(14.68082332611084, 10.583658218383789), P(8.881065368652344, 11.062894821166992), P(5.878779888153076, 12.00040340423584), P(6.974331855773926, 12.619674682617188), P(8.295928001403809, 13.492137908935547)]"
logo_74,95,8,"[5, 13, 10, 12, 11, 21, 18, 5]",21,"[P(4.380863189697266, 4.380863189697266), P(15.955921173095703, 5.823947906494141), P(12.391613960266113, 5.823948383331299), P(8.314474105834961, 5.875823497772217), P(5.895982265472412, 9.873404502868652), P(11.353581428527832, 9.925009727478027), P(14.01102066040039, 9.925010681152344), P(4.380863189697266, 13.904582977294922)]"
logo_75,120,8,"[10, 10, 22, 14, 21, 12, 14, 17]",22,"[P(13.634261131286621, 6.7542219161987305), P(8.142621040344238, 8.396358489990234), P(17.01173210144043, 14.051817893981934), P(6.213012218475342, 14.052080154418945), P(9.952252388000488, 14.764066696166992), P(7.674001693725586, 14.76432991027832), P(11.753746032714844, 14.795570373535156), P(14.26775074005127, 14.795832633972168)]"
logo_77,110,8,"[10, 10, 10, 14, 19, 10, 15, 22]",22,"[P(15.066523551940918, 8.661739349365234), P(12.671415328979492, 9.572906494140625), P(17.206289291381836, 10.269050598144531), P(6.322806358337402, 12.718183517456055), P(17.61376190185547, 12.72329044342041), P(7.525332927703857, 13.182637214660645), P(15.291763305664062, 13.182638168334961), P(12.487031936645508, 13.182906150817871)]"
logo_78,153,8,"[31, 18, 23, 30, 18, 13, 10, 10]",31,"[P(16.210723876953125, 10.63593578338623), P(11.149308204650879, 10.636204719543457), P(14.477893829345703, 10.636204719543457), P(12.782959938049316, 10.636473655700684), P(9.593066215515137, 10.671146392822266), P(17.99704360961914, 10.671146392822266), P(6.980245113372803, 11.08426284790039), P(4.7128071784973145, 11.762397766113281)]"
logo_76,115,8,"[5, 14, 22, 10, 12, 21, 14, 17]",22,"[P(4.380863189697266, 4.380863189697266), P(7.2775163650512695, 13.497380256652832), P(16.144874572753906, 13.497380256652832), P(17.503829956054688, 13.497380256652832), P(8.47735595703125, 14.082246780395508), P(10.348072052001953, 14.082246780395508), P(11.827174186706543, 14.108051300048828), P(13.891412734985352, 14.108051300048828)]"
logo_79,65,8,"[7, 7, 7, 7, 7, 7, 9, 14]",14,"[P(8.345383644104004, 4.399409294128418), P(15.581239700317383, 4.399409294128418), P(8.33355712890625, 8.124445915222168), P(8.333558082580566, 8.124445915222168), P(15.592796325683594, 8.124445915222168), P(15.593066215515137, 8.124445915222168), P(11.963177680969238, 8.796399116516113), P(11.747883796691895, 14.1550874710083)]"
logo_80,56,8,"[7, 7, 5, 7, 7, 7, 7, 9]",9,"[P(16.353179931640625, 4.6636199951171875), P(7.641177654266357, 4.663620471954346), P(11.99704360961914, 7.468350887298584), P(7.6266632080078125, 9.148233413696289), P(7.6266632080078125, 9.148233413696289), P(16.367692947387695, 9.148233413696289), P(16.3674259185791, 9.1485013961792), P(11.997312545776367, 9.95753288269043)]"
logo_81,61,8,"[5, 7, 7, 7, 7, 7, 7, 14]",14,"[P(4.380863189697266, 4.380863189697266), P(9.214622497558594, 6.2558794021606445), P(14.785378456115723, 6.2558794021606445), P(9.204946517944336, 9.123773574829102), P(9.205214500427246, 9.123773574829102), P(14.79478645324707, 9.123773574829102), P(14.79478645324707, 9.123773574829102), P(11.827174186706543, 13.731757164001465)]"
logo_82,83,8,"[5, 7, 7, 7, 7, 14, 22, 14]",22,"[P(4.380863189697266, 4.380863189697266), P(9.214622497558594, 6.2558794021606445), P(14.785378456115723, 6.2558794021606445), P(9.204946517944336, 9.123773574829102), P(14.79478645324707, 9.123773574829102), P(7.2775163650512695, 13.121086120605469), P(16.144874572753906, 13.121086120605469), P(11.827174186706543, 13.731757164001465)]"
logo_8,146,8,"[8, 22, 15, 17, 15, 13, 28, 28]",28,"[P(5.919365882873535, 10.476414680480957), P(8.300497055053711, 11.084128379821777), P(10.467947959899902, 11.084128379821777), P(11.364601135253906, 11.084128379821777), P(16.82193374633789, 11.084128379821777), P(18.258296966552734, 11.088428497314453), P(6.262061595916748, 11.097029685974121), P(14.50826644897461, 11.097029685974121)]"
logo_83,100,8,"[9, 7, 7, 7, 7, 9, 31, 23]",31,"[P(4.7138824462890625, 4.381131172180176), P(8.51794147491455, 5.914796829223633), P(15.481521606445312, 5.914796829223633), P(8.506383895874023, 9.500067710876465), P(15.493617057800293, 9.500067710876465), P(12.0, 10.146754264831543), P(14.223895072937012, 14.295659065246582), P(12.236526489257812, 14.295928955078125)]"
logo_85,88,8,"[5, 5, 5, 32, 26, 5, 5, 5]",32,"[P(13.746013641357422, 7.978846549987793), P(8.809520721435547, 9.142837524414062), P(4.380946159362793, 11.576693534851074), P(9.54732894897461, 11.123929023742676), P(11.932750701904297, 11.755515098571777), P(18.190473556518555, 12.00002670288086), P(16.761919021606445, 13.428581237792969), P(10.835981369018555, 14.857161521911621)]"
logo_84,88,8,"[5, 5, 5, 5, 5, 5, 32, 26]",32,"[P(11.85378360748291, 6.728665351867676), P(11.85378360748291, 8.568740844726562), P(7.9725847244262695, 10.110199928283691), P(11.85378360748291, 10.407471656799316), P(7.972315788269043, 11.951082229614258), P(7.972315788269043, 13.791157722473145), P(12.330062866210938, 13.596022605895996), P(14.208037376403809, 14.394840240478516)]"
logo_86,96,8,"[16, 21, 26, 13, 5, 5, 5, 5]",26,"[P(14.142602920532227, 10.156808853149414), P(18.62796974182129, 10.163312911987305), P(11.10151195526123, 9.612710952758789), P(15.726136207580566, 10.179492950439453), P(4.380946159362793, 13.307266235351562), P(6.541019439697266, 13.307266235351562), P(8.701093673706055, 13.307266235351562), P(10.861140251159668, 13.307266235351562)]"
logo_87,102,7,"[16, 21, 9, 26, 13, 12, 5]",26,"[P(14.311910629272461, 8.931682586669922), P(18.658584594726562, 8.937944412231445), P(9.61667537689209, 8.953641891479492), P(11.364812850952148, 8.404383659362793), P(15.846470832824707, 8.953641891479492), P(7.504767417907715, 9.904756546020508), P(4.380946159362793, 12.45711898803711)]"
logo_88,98,8,"[19, 25, 13, 21, 5, 5, 5, 5]",25,"[P(13.77458667755127, 10.154147148132324), P(10.882804870605469, 9.593950271606445), P(15.576452255249023, 10.191266059875488), P(17.918277740478516, 10.191266059875488), P(4.3809733390808105, 10.882064819335938), P(5.387806415557861, 10.882064819335938), P(6.394667625427246, 10.882064819335938), P(7.401501178741455, 10.882064819335938)]"
logo_89,96,8,"[16, 21, 26, 13, 5, 5, 5, 5]",26,"[P(12.092138290405273, 9.444828033447266), P(16.69020652770996, 9.451467514038086), P(8.952136993408203, 8.882991790771484), P(13.710695266723633, 9.468213081359863), P(8.610942840576172, 12.925647735595703), P(10.75136947631836, 12.925647735595703), P(12.89184856414795, 12.925647735595703), P(15.03227424621582, 12.925647735595703)]"
logo_90,108,8,"[6, 16, 21, 13, 9, 26, 5, 12]",26,"[P(4.380863189697266, 8.1597900390625), P(11.901357650756836, 10.587152481079102), P(17.03238868713379, 10.594677925109863), P(13.70756721496582, 10.613224029541016), P(6.360166549682617, 10.613492012023926), P(8.397527694702148, 9.96035385131836), P(18.61147689819336, 13.82542610168457), P(10.873270034790039, 14.147157669067383)]"
logo_9,130,8,"[6, 15, 28, 28, 15, 9, 16, 13]",28,"[P(5.901895046234131, 10.476414680480957), P(11.279935836791992, 10.918828010559082), P(5.9698967933654785, 10.934416770935059), P(14.445908546447754, 10.934416770935059), P(8.63486099243164, 11.39107608795166), P(10.444026947021484, 11.39107608795166), P(16.920576095581055, 11.39376449584961), P(18.313669204711914, 11.39376449584961)]"
logo_92,129,8,"[5, 17, 8, 32, 5, 26, 10, 26]",32,"[P(17.217041015625, 8.672490119934082), P(4.424674034118652, 10.700174331665039), P(19.431529998779297, 10.905792236328125), P(11.722349166870117, 10.630559921264648), P(17.99059295654297, 12.0), P(5.125655174255371, 12.670877456665039), P(10.600995063781738, 13.040719985961914), P(13.455449104309082, 13.04098892211914)]"
logo_91,151,8,"[44, 14, 24, 12, 21, 13, 10, 13]",44,"[P(13.14447021484375, 8.33127212524414), P(4.381131172180176, 11.397257804870605), P(17.882274627685547, 11.417685508728027), P(5.694127082824707, 14.050664901733398), P(15.725844383239746, 14.412443161010742), P(9.55355453491211, 14.412444114685059), P(12.419299125671387, 14.412444114685059), P(17.84330177307129, 14.412444114685059)]"
logo_93,85,8,"[5, 8, 5, 13, 14, 10, 10, 20]",20,"[P(11.688214302062988, 8.848273277282715), P(13.05899715423584, 10.275769233703613), P(12.169332504272461, 10.986964225769043), P(8.659857749938965, 13.529095649719238), P(11.007660865783691, 13.830668449401855), P(14.583524703979492, 13.830668449401855), P(16.32845115661621, 13.830668449401855), P(17.404651641845703, 13.830668449401855)]"
logo_95,850,8,"[81, 86, 376, 126, 17, 115, 12, 37]",376,"[P(17.007122039794922, 7.569143772125244), P(17.89974594116211, 7.744657516479492), P(19.013036727905273, 8.802848815917969), P(15.974466323852539, 9.96801471710205), P(4.382743835449219, 12.002150535583496), P(19.397930145263672, 12.800430297851562), P(4.696412086486816, 14.478429794311523), P(14.6058349609375, 14.816289901733398)]"
logo_94,598,8,"[376, 126, 18, 19, 16, 16, 15, 12]",376,"[P(8.587018013000488, 9.176051139831543), P(5.829593181610107, 10.23343563079834), P(10.109394073486328, 14.448192596435547), P(16.907136917114258, 14.468351364135742), P(12.501007080078125, 14.472651481628418), P(15.26138973236084, 14.472651481628418), P(6.771401882171631, 14.490927696228027), P(4.693724155426025, 14.490928649902344)]"
logo_96,156,8,"[4, 27, 25, 25, 10, 10, 32, 23]",32,"[P(5.76159143447876, 9.227791786193848), P(4.565515041351318, 9.628276824951172), P(8.309905052185059, 11.26327133178711), P(16.787260055541992, 11.26327133178711), P(13.804865837097168, 12.95901107788086), P(16.10858917236328, 12.95901107788086), P(7.22456693649292, 12.974868774414062), P(9.145276069641113, 12.974868774414062)]"
logo_98,91,8,"[4, 5, 14, 24, 6, 5, 13, 20]",24,"[P(6.667652130126953, 8.149038314819336), P(6.667383670806885, 9.290552139282227), P(9.887649536132812, 10.361106872558594), P(15.968284606933594, 10.316758155822754), P(4.420373916625977, 11.278725624084473), P(5.526138782501221, 12.058728218078613), P(9.907539367675781, 12.542533874511719), P(17.643596649169922, 12.82394790649414)]"
logo_97,106,8,"[8, 14, 24, 7, 13, 10, 10, 20]",24,"[P(6.673834323883057, 9.33651351928711), P(9.887649536132812, 10.407337188720703), P(15.968284606933594, 10.362988471984863), P(8.878376960754395, 10.909957885742188), P(9.907539367675781, 12.588496208190918), P(15.152533531188965, 12.869641304016113), P(16.686737060546875, 12.869641304016113), P(17.643596649169922, 12.86991024017334)]"
logo_99,96,8,"[5, 5, 5, 14, 24, 13, 10, 20]",24,"[P(5.684719562530518, 9.008063316345215), P(9.908077239990234, 9.477087020874023), P(6.897191524505615, 10.92554759979248), P(9.188549995422363, 11.273350715637207), P(15.776912689208984, 11.229001998901367), P(9.208171844482422, 13.557990074157715), P(16.496170043945312, 13.839404106140137), P(17.516735076904297, 13.839941024780273)]"
